filename,filesize,modified,errors,md5,namespace,id,format,version,mime,class,basis,warning
X:\school\data\Govdocs1-threads\565\565358.swf,812224,2007-06-20T16:38:46-04:00,,da723d4c9f1d05a08292000ded096a47,pronom,fmt/505,Adobe Flash,8,application/x-shockwave-flash,,"extension match swf; byte match at 0, 4 (signature 2/2)",
X:\school\data\Govdocs1-threads\565\565581.gz,919144,2005-09-17T00:50:38-04:00,,cd10ef370b4ca705e900cfe7d8a70b3f,pronom,x-fmt/266,GZIP Format,,application/gzip,Aggregate,"extension match gz; byte match at 0, 3",
X:\school\data\Govdocs1-threads\565\565581.gz#trac_195____a2_20050916_151502.fts,1056960,2005-09-17T00:50:38-04:00,,7ca5aaebd27dd38f1016e0de8c055c68,pronom,x-fmt/383,Flexible Image Transport System,,application/fits,Image (Raster),"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\565\565582.html,43576,2009-02-17T05:03:06-05:00,,ddd00474ce4a5f4971b3489ec316fc17,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\565\565687.html,30275,1999-10-13T07:16:02-04:00,,7183f25e4ef73f827dc7e3ff061a2444,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [30266 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\565\565799.ppt,1420800,2005-02-01T15:37:32-05:00,,c1ce1fefca25ee2a7868c0aa58b8da58,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\565\565916.xml,7261,2007-03-07T18:42:35-05:00,,441b5057fdc4e9ea2389f0a8f57d694d,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\565\565977.ppt,3801088,2007-04-16T11:38:17-04:00,,051a0b1e7ae962128468ebbd758a5e13,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\566\566082.html,292960,2008-04-14T11:48:42-04:00,,79f7a142fa505bfe623ed40f7cdb4824,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[2 5] [292951 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\566\566122.xml,23119,2009-02-14T02:01:39-05:00,,18c22ea8d1136e92831faa7a440ac6ca,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\566\566435.xml,29402,2009-01-16T11:31:31-05:00,,d564dd3326b3520d537f93d121df6000,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\566\566440.html,79913,2009-03-16T14:20:54-04:00,,bd5bd9846187ea394f206a7c5d70471f,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [79906 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\566\566578.html,6854,2009-03-15T23:46:03-04:00,,22e0518ff890a920b8b64d0d47236264,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 11, 44",
X:\school\data\Govdocs1-threads\566\566787.gz,331497,2004-12-19T01:07:39-05:00,,bc775dd11049e58d8b46e078a59c5547,pronom,x-fmt/266,GZIP Format,,application/gzip,Aggregate,"extension match gz; byte match at 0, 3",
X:\school\data\Govdocs1-threads\566\566787.gz#566787,627840,2004-12-17T07:03:46-05:00,,9d9ff51ca5988245e7cb346d80c5e32b,pronom,x-fmt/383,Flexible Image Transport System,,application/fits,Image (Raster),"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\566\566820.html,13334,2009-03-15T23:45:52-04:00,,f3d87753679a6d442c322064987664f5,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 8, 44",
X:\school\data\Govdocs1-threads\566\566873.html,7334,2009-03-15T12:03:20-04:00,,9f0eeb1c3f03b6c5c0f1caed9c15bf9c,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 16, 44",
X:\school\data\Govdocs1-threads\566\566874.html,35911,2009-02-17T05:05:52-05:00,,2080af9ab24ef61b0fde40238410d1e3,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\567\567030.xml,25606,2004-01-07T17:13:04-05:00,,910de1c9b244f2ed14d9bd3bba2f419e,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\567\567056.pdf,2061454,2005-02-16T18:42:03-05:00,,f82b1c47faa6e6d14d2e8da6257fcefb,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [2061447 5]],
X:\school\data\Govdocs1-threads\567\567364.xml,23801,2009-02-17T05:06:51-05:00,,e4f36ca18085916173f7dcf08cd336de,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\567\567518.html,135155,2005-05-26T10:51:47-04:00,,9aed438c0259c4a67df72f003c44f1c4,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[24 44] [147 42] [991 7] [1018 8]],
X:\school\data\Govdocs1-threads\567\567582.xml,9297,2009-02-14T13:16:57-05:00,,453e2af9ad2aeb56657275d85826a764,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\567\567674.pdf,101677,2008-03-06T09:07:27-05:00,,7b307abad2a7238014a40fe683c3240f,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [101670 5]],
X:\school\data\Govdocs1-threads\567\567689.hlp,1361,2001-10-30T15:41:19-04:00,,9fde33de5064a79711f9c234aae2411e,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/474, fmt/1790"
X:\school\data\Govdocs1-threads\567\567696.html,9464,2009-03-16T14:20:26-04:00,,da6b6b61e02dc14e2c7c31f47464a43b,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [9457 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\567\567827.html,37820,2009-02-17T05:08:10-05:00,,578401a5d83eb99b3dd33a022f440099,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\567\567870.html,12086,2009-03-15T23:44:55-04:00,,8b651534a6148b64f749ab01bc9319e5,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 8, 44",
X:\school\data\Govdocs1-threads\568\568241.html,17258,2008-04-24T10:17:58-04:00,,f392bf61ca63f4b3d9059255cc6dcbf9,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[122 5] [17250 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\568\568703.xml,30050,2009-01-16T11:31:55-05:00,,6aba8fb8e798e473da230ad533827079,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\568\568982.html,26370,2009-02-17T05:10:51-05:00,,d1b1f734bc041b277c707b2c8a723fc7,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\569\569074.gz,8951,2002-04-26T10:03:16-04:00,,99927cfe855cd8a852972a9ed8d6c99b,pronom,x-fmt/266,GZIP Format,,application/gzip,Aggregate,"extension match gz; byte match at 0, 3",
X:\school\data\Govdocs1-threads\569\569074.gz#hll_final_col.eps,45865,1999-06-04T07:49:33-04:00,,ae0f3d7c4184314e527647ab6302aa6c,pronom,fmt/123,Encapsulated PostScript File Format,2.0,application/postscript,Page Description,"extension match eps; byte match at 0, 24 (signature 1/2)",
X:\school\data\Govdocs1-threads\569\569077.html,11239,2009-03-15T23:44:05-04:00,,540ed96bb2e8c687df7be2f6090c3417,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 1, 44",
X:\school\data\Govdocs1-threads\569\569206.txt,14038,2003-01-25T05:10:39-05:00,,62e89cffc9fd03389f6fb2483aced596,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\569\569210.html,20297,2009-03-15T23:43:53-04:00,,5cccf8a3f245b844e4dbd4f79e4cdb24,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\569\569223.xml,38595,2005-03-08T05:10:03-05:00,,542b40050066c44aabcff6877378883c,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\569\569262.txt,11138,2008-06-26T03:05:42-04:00,,767debba28c0a7cafb6801c4834af9a9,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\569\569353.html,38068,2009-02-17T05:11:34-05:00,,18d66c1a18c8e499bd1f6fe3a6b48aae,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\569\569514.java,14089,2003-12-09T15:32:10-05:00,,01b31de90bc4bae8d8aab1759c5b1302,pronom,x-fmt/422,Java Language Source Code File,,,,extension match java,match on extension only
X:\school\data\Govdocs1-threads\569\569671.xls,63488,2005-03-18T14:21:10-04:00,,489b639bf3e360af27a805a6351e2dcf,pronom,fmt/61,Microsoft Excel 97 Workbook (xls),8,application/vnd.ms-excel,Spreadsheet,"extension match xls; container name Workbook with byte match at 0, 8 (signature 1/2)",
X:\school\data\Govdocs1-threads\569\569688.csv,21543,2007-03-21T13:49:28-04:00,,6e0d8f3da8a288b529776080d6ffe17f,pronom,x-fmt/18,Comma Separated Values,,text/csv,Dataset,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\569\569695.doc,70656,2002-05-31T14:31:14-04:00,,d5c5fd6b62f910f62802c3feb5cfb722,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\569\569751.html,122204,2009-03-15T23:43:24-04:00,,b09bd1c5d337f06bf34d844bdbd0c262,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[67 5] [122197 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\569\569758.log,5569,2008-04-11T10:36:11-04:00,,08a3603350409aa641b81d142ce0c60b,pronom,x-fmt/62,Log File,,,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\569\569778.xml,5630,2009-02-17T05:12:29-05:00,,07ac19e32339ac3c6883c2d039d9960e,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\569\569909.html,17819,2009-03-18T21:17:03-04:00,,883d26038838b232afc9f3d3a19c30e7,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 2, 44",
X:\school\data\Govdocs1-threads\569\569959.xml,94247,2002-05-20T10:46:58-04:00,,01156d9e9049b5937276105fdd8797cc,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\570\570071.html,2325,2009-02-03T04:11:03-05:00,,00a4c270351efc668cb4313e26dab66d,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[67 5] [2318 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\570\570179.xml,18366,2009-03-16T14:19:40-04:00,,fc52697c6ffc674d517b719a190d4484,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\570\570295.html,34990,2009-02-17T05:13:29-05:00,,205a0982a521cb2fc1374ed7c0a851c9,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\570\570397.html,11132,2009-03-15T23:43:03-04:00,,e21a8a778b2edf62ffbf5356f04baeed,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 1, 44",
X:\school\data\Govdocs1-threads\570\570403.txt,44151,2008-11-15T13:11:14-05:00,,f997d3e7a02094a3d366c07e467acbd3,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\570\570543.xml,27855,2009-02-13T15:10:12-05:00,,57a7d94ba08c774c181f03b73212149e,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\570\570862.xml,23608,2009-02-17T05:14:54-05:00,,9c9dc8da830553a864c4d23f427f146e,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\570\570885.pdf,292134,2008-12-03T08:54:07-05:00,,0e0062cca2469d0239cca3bc4ec6d989,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [292128 5]],
X:\school\data\Govdocs1-threads\571\571011.xml,94496,2008-06-11T11:14:07-04:00,,988ca67c8b56b093af083c7be251ad49,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\571\571137.ppt,2739200,2008-01-23T13:58:56-05:00,,2b68ed9051e25872308caf670d7cd90d,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\571\571152.xml,14474,2009-02-15T06:07:10-05:00,,70d096b1d2c9825d5a46fed0e8542b86,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\571\571315.doc,25088,2002-05-31T23:13:28-04:00,,c9c5d01760ffdedec6528ca9c92a68d6,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\571\571576.html,43508,2005-03-11T10:45:36-05:00,,dfd7b9cc624672d2b6b4374be89b8883,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [43500 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\571\571717.csv,2249,2008-01-29T08:14:54-05:00,,dd9a70f8dffc519aafc1fd8f19aa5a08,pronom,x-fmt/18,Comma Separated Values,,text/csv,Dataset,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\571\571762.ppt,195584,2003-10-24T17:24:09-04:00,,25f7e1c1535172ed81127394c13b5aba,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\571\571809.xml,3220,2005-05-18T17:19:38-04:00,,660bc157a35a343d12a6df4f8bbb44a8,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\571\571907.xls,59392,2004-08-12T10:34:35-04:00,,7fdc591b35bbe902659a3e00f1eea61e,pronom,fmt/61,Microsoft Excel 97 Workbook (xls),8,application/vnd.ms-excel,Spreadsheet,"extension match xls; container name Workbook with byte match at 0, 8 (signature 1/2)",
X:\school\data\Govdocs1-threads\572\572069.xml,5923,2009-02-14T09:43:18-05:00,,fa09a1ea3c7e7ca4c7d7681580db6945,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\572\572131.html,482,2009-02-17T05:17:30-05:00,,98e1c333cb312def784bfdd9987d447b,pronom,fmt/97,Hypertext Markup Language,2.0,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\572\572290.html,17698,2009-02-17T05:17:56-05:00,,cf5f17bdcb0c554a34cfa3c60c80bf0e,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\572\572295.doc,1458176,2006-05-12T08:08:31-04:00,,ac0f2632a9f983fb887bb6f076422560,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\572\572657.xml,11272,2009-03-14T12:06:20-04:00,,3f1376d6dd41303beb0e757bafc8bb19,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\572\572680.html,23041,2009-03-16T14:18:54-04:00,,6dc9acc2898aa6e06addeaa083c75935,pronom,fmt/99,Hypertext Markup Language,4.0,text/html,Text (Mark-up),"extension match html; byte match at 2, 44",
X:\school\data\Govdocs1-threads\572\572784.xml,21178,2006-01-04T05:53:01-05:00,,f6dc66bcb96bfffa4767faf0c86ab8ea,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\573\573198.xml,23969,2008-10-31T13:30:09-04:00,,4d6f62961f22d32a295d592ac1b61c3f,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\573\573208.xml,2947,2009-02-17T05:19:51-05:00,,a47b827be4fdd56c75080ad30975cf8d,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\573\573271.xls,38912,2005-05-06T15:11:16-04:00,,9431272590502434316525f0bd8118be,pronom,fmt/61,Microsoft Excel 97 Workbook (xls),8,application/vnd.ms-excel,Spreadsheet,"extension match xls; container name Workbook with byte match at 0, 8 (signature 1/2)",
X:\school\data\Govdocs1-threads\573\573334.xml,7302,2007-03-23T00:32:21-04:00,,074d9dab7f367b32882e81c58f0835b5,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
